instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,hum,windspeed,cnt
7429,11/11/2011,4,0,11,3,1,5,0,1,0.3,0.61,0.194,6
7430,11/11/2011,4,0,11,4,1,5,0,1,0.3,0.61,0.194,8
7431,11/11/2011,4,0,11,5,1,5,0,1,0.3,0.49,0.2537,13
7432,11/11/2011,4,0,11,6,1,5,0,1,0.28,0.45,0.3284,46
7433,11/11/2011,4,0,11,7,1,5,0,1,0.28,0.45,0.2537,121
7434,11/11/2011,4,0,11,8,1,5,0,1,0.3,0.42,0.3582,258
7435,11/11/2011,4,0,11,9,1,5,0,1,0.32,0.45,0.4478,201
7436,11/11/2011,4,0,11,10,1,5,0,1,0.32,0.42,0.5522,200
7437,11/11/2011,4,0,11,11,1,5,0,1,0.34,0.42,0.4925,170
7438,11/11/2011,4,0,11,12,1,5,0,1,0.34,0.42,0.4627,239
7439,11/11/2011,4,0,11,13,1,5,0,1,0.38,0.37,0.5522,236
7440,11/11/2011,4,0,11,14,1,5,0,1,0.38,0.37,0.4627,247
7441,11/11/2011,4,0,11,15,1,5,0,1,0.36,0.37,0.4179,216
7442,11/11/2011,4,0,11,16,1,5,0,1,0.36,0.34,0.3284,238
7443,11/11/2011,4,0,11,17,1,5,0,1,0.34,0.39,0.3284,310
7444,11/11/2011,4,0,11,18,1,5,0,1,0.34,0.39,0.2537,208
7445,11/11/2011,4,0,11,19,1,5,0,1,0.32,0.39,0.1642,199
7446,11/11/2011,4,0,11,20,1,5,0,1,0.32,0.39,0.194,109
7447,11/11/2011,4,0,11,21,1,5,0,1,0.3,0.45,0.1642,83
7448,11/11/2011,4,0,11,22,1,5,0,1,0.32,0.39,0.194,91
7449,11/11/2011,4,0,11,23,1,5,0,1,0.3,0.45,0.0896,73
7450,11/12/2011,4,0,11,0,0,6,0,1,0.24,0.6,0.1343,64
7451,11/12/2011,4,0,11,1,0,6,0,1,0.24,0.6,0.1343,54
7452,11/12/2011,4,0,11,2,0,6,0,1,0.24,0.65,0.0896,46
7453,11/12/2011,4,0,11,3,0,6,0,1,0.24,0.7,0.1343,17
7454,11/12/2011,4,0,11,4,0,6,0,1,0.2,0.8,0.1343,7
7455,11/12/2011,4,0,11,5,0,6,0,1,0.22,0.75,0.0896,4
7456,11/12/2011,4,0,11,6,0,6,0,1,0.22,0.75,0.1642,7
7457,11/12/2011,4,0,11,7,0,6,0,1,0.22,0.75,0.194,27
7458,11/12/2011,4,0,11,8,0,6,0,1,0.26,0.7,0.194,101
7459,11/12/2011,4,0,11,9,0,6,0,1,0.3,0.61,0.1642,160
7460,11/12/2011,4,0,11,10,0,6,0,1,0.34,0.61,0.2836,232
7461,11/12/2011,4,0,11,11,0,6,0,1,0.38,0.54,0.2836,315
7462,11/12/2011,4,0,11,12,0,6,0,1,0.44,0.44,0.2836,366
7463,11/12/2011,4,0,11,13,0,6,0,1,0.48,0.36,0.2836,353
7464,11/12/2011,4,0,11,14,0,6,0,1,0.5,0.36,0.2985,435
7465,11/12/2011,4,0,11,15,0,6,0,1,0.52,0.29,0.2836,386
7466,11/12/2011,4,0,11,16,0,6,0,1,0.52,0.32,0.2537,361
7467,11/12/2011,4,0,11,17,0,6,0,1,0.5,0.34,0.2537,285
7468,11/12/2011,4,0,11,18,0,6,0,1,0.42,0.58,0.194,203
7469,11/12/2011,4,0,11,19,0,6,0,1,0.42,0.5,0.2537,171
7470,11/12/2011,4,0,11,20,0,6,0,1,0.42,0.5,0.2836,132
7471,11/12/2011,4,0,11,21,0,6,0,1,0.42,0.47,0.2836,122
7472,11/12/2011,4,0,11,22,0,6,0,1,0.42,0.47,0.2537,118
7473,11/12/2011,4,0,11,23,0,6,0,1,0.4,0.58,0.1642,101
7474,11/13/2011,4,0,11,0,0,0,0,2,0.4,0.58,0.194,73
7475,11/13/2011,4,0,11,1,0,0,0,2,0.36,0.66,0.194,71
7476,11/13/2011,4,0,11,2,0,0,0,1,0.36,0.57,0.1045,57
7477,11/13/2011,4,0,11,3,0,0,0,2,0.36,0.62,0.1343,28
7478,11/13/2011,4,0,11,4,0,0,0,2,0.36,0.62,0.1343,6
7479,11/13/2011,4,0,11,5,0,0,0,1,0.34,0.61,0.1642,5
7480,11/13/2011,4,0,11,6,0,0,0,1,0.34,0.66,0.1343,23
7481,11/13/2011,4,0,11,7,0,0,0,1,0.34,0.66,0.2239,43
7482,11/13/2011,4,0,11,8,0,0,0,1,0.34,0.66,0.0896,79
7483,11/13/2011,4,0,11,9,0,0,0,1,0.4,0.54,0.2836,135
7484,11/13/2011,4,0,11,10,0,0,0,1,0.44,0.44,0.3284,241
7485,11/13/2011,4,0,11,11,0,0,0,1,0.46,0.4,0.4179,295
7486,11/13/2011,4,0,11,12,0,0,0,2,0.52,0.29,0.4179,354
7487,11/13/2011,4,0,11,13,0,0,0,2,0.52,0.29,0.4179,339
7488,11/13/2011,4,0,11,14,0,0,0,2,0.54,0.28,0.4925,371
7489,11/13/2011,4,0,11,15,0,0,0,2,0.5,0.42,0.3284,310
7490,11/13/2011,4,0,11,16,0,0,0,2,0.54,0.28,0.3881,319
7491,11/13/2011,4,0,11,17,0,0,0,1,0.52,0.27,0.3284,231
7492,11/13/2011,4,0,11,18,0,0,0,1,0.52,0.27,0.3284,190
7493,11/13/2011,4,0,11,19,0,0,0,1,0.5,0.29,0.3582,157
7494,11/13/2011,4,0,11,20,0,0,0,1,0.5,0.31,0.3582,139
7495,11/13/2011,4,0,11,21,0,0,0,1,0.48,0.36,0.2537,95
7496,11/13/2011,4,0,11,22,0,0,0,1,0.48,0.41,0.3881,89
7497,11/13/2011,4,0,11,23,0,0,0,1,0.46,0.51,0.2985,67
7498,11/14/2011,4,0,11,0,0,1,1,1,0.46,0.59,0.2836,30
7499,11/14/2011,4,0,11,1,0,1,1,1,0.46,0.63,0.2985,11
7500,11/14/2011,4,0,11,2,0,1,1,1,0.46,0.63,0.3582,17
7501,11/14/2011,4,0,11,3,0,1,1,1,0.44,0.67,0.2836,7
7502,11/14/2011,4,0,11,4,0,1,1,1,0.44,0.67,0.2239,5
7503,11/14/2011,4,0,11,5,0,1,1,2,0.44,0.67,0.2537,19
7504,11/14/2011,4,0,11,6,0,1,1,2,0.44,0.72,0.2239,114
7505,11/14/2011,4,0,11,7,0,1,1,1,0.44,0.72,0.2537,322
7506,11/14/2011,4,0,11,8,0,1,1,2,0.46,0.67,0.194,452
7507,11/14/2011,4,0,11,9,0,1,1,2,0.48,0.67,0.3284,233
7508,11/14/2011,4,0,11,10,0,1,1,2,0.5,0.63,0.2836,111
7509,11/14/2011,4,0,11,11,0,1,1,2,0.54,0.6,0.2836,128
7510,11/14/2011,4,0,11,12,0,1,1,1,0.56,0.56,0.2985,202
7511,11/14/2011,4,0,11,13,0,1,1,1,0.6,0.49,0.3881,203
7512,11/14/2011,4,0,11,14,0,1,1,1,0.62,0.46,0.4478,185
7513,11/14/2011,4,0,11,15,0,1,1,1,0.64,0.44,0.3284,195
7514,11/14/2011,4,0,11,16,0,1,1,1,0.62,0.46,0.4179,315
7515,11/14/2011,4,0,11,17,0,1,1,1,0.62,0.46,0.2537,519
7516,11/14/2011,4,0,11,18,0,1,1,1,0.56,0.56,0.2836,489
7517,11/14/2011,4,0,11,19,0,1,1,1,0.6,0.53,0.2985,302
7518,11/14/2011,4,0,11,20,0,1,1,1,0.6,0.53,0.3582,240
7519,11/14/2011,4,0,11,21,0,1,1,1,0.6,0.53,0.3582,213
7520,11/14/2011,4,0,11,22,0,1,1,1,0.58,0.56,0.3582,113
7521,11/14/2011,4,0,11,23,0,1,1,1,0.56,0.64,0.2985,61
7522,11/15/2011,4,0,11,0,0,2,1,1,0.56,0.64,0.3582,22
7523,11/15/2011,4,0,11,1,0,2,1,1,0.56,0.6,0.2985,10
7524,11/15/2011,4,0,11,2,0,2,1,1,0.56,0.64,0.2537,15
7525,11/15/2011,4,0,11,3,0,2,1,2,0.54,0.68,0.3284,4
7526,11/15/2011,4,0,11,4,0,2,1,1,0.56,0.64,0.2985,7
7527,11/15/2011,4,0,11,5,0,2,1,1,0.54,0.68,0.2836,28
7528,11/15/2011,4,0,11,6,0,2,1,2,0.56,0.64,0.0896,108
7529,11/15/2011,4,0,11,7,0,2,1,2,0.54,0.68,0.1642,319
7530,11/15/2011,4,0,11,8,0,2,1,2,0.54,0.68,0.1045,480
7531,11/15/2011,4,0,11,9,0,2,1,2,0.56,0.64,0.0896,200
7532,11/15/2011,4,0,11,10,0,2,1,2,0.56,0.64,0.2836,138
7533,11/15/2011,4,0,11,11,0,2,1,2,0.56,0.64,0.194,134
7534,11/15/2011,4,0,11,12,0,2,1,2,0.54,0.68,0,176
7535,11/15/2011,4,0,11,13,0,2,1,3,0.54,0.6,0.2239,153
7536,11/15/2011,4,0,11,14,0,2,1,2,0.54,0.6,0.2836,147
7537,11/15/2011,4,0,11,15,0,2,1,2,0.54,0.6,0.1343,191
7538,11/15/2011,4,0,11,16,0,2,1,2,0.52,0.68,0.1343,271
7539,11/15/2011,4,0,11,17,0,2,1,2,0.5,0.72,0.194,451
7540,11/15/2011,4,0,11,18,0,2,1,2,0.5,0.72,0.2836,441
7541,11/15/2011,4,0,11,19,0,2,1,2,0.5,0.72,0.3582,286
7542,11/15/2011,4,0,11,20,0,2,1,2,0.48,0.82,0.1343,238
7543,11/15/2011,4,0,11,21,0,2,1,2,0.5,0.77,0.0896,168
7544,11/15/2011,4,0,11,22,0,2,1,2,0.46,0.88,0.1045,128
7545,11/15/2011,4,0,11,23,0,2,1,2,0.46,0.94,0.1045,80
7546,11/16/2011,4,0,11,0,0,3,1,2,0.46,0.94,0,31
7547,11/16/2011,4,0,11,1,0,3,1,3,0.46,0.94,0.0896,5
7548,11/16/2011,4,0,11,2,0,3,1,2,0.46,0.94,0.1045,10
7549,11/16/2011,4,0,11,3,0,3,1,2,0.46,0.94,0.1045,5
7550,11/16/2011,4,0,11,4,0,3,1,2,0.44,1,0.2239,4
7551,11/16/2011,4,0,11,5,0,3,1,3,0.46,0.94,0.1045,13
7552,11/16/2011,4,0,11,6,0,3,1,2,0.46,0.94,0.0896,56
7553,11/16/2011,4,0,11,7,0,3,1,3,0.46,0.94,0,137
7554,11/16/2011,4,0,11,8,0,3,1,3,0.46,0.94,0,232
7555,11/16/2011,4,0,11,9,0,3,1,3,0.46,0.94,0,82
7556,11/16/2011,4,0,11,10,0,3,1,3,0.46,0.94,0,36
7557,11/16/2011,4,0,11,11,0,3,1,3,0.46,0.94,0.0896,60
7558,11/16/2011,4,0,11,12,0,3,1,3,0.46,1,0,54
7559,11/16/2011,4,0,11,13,0,3,1,3,0.46,0.94,0.1343,58
7560,11/16/2011,4,0,11,14,0,3,1,2,0.46,1,0.1343,61
7561,11/16/2011,4,0,11,15,0,3,1,3,0.48,0.94,0.1045,66
7562,11/16/2011,4,0,11,16,0,3,1,3,0.48,0.94,0.1045,123
7563,11/16/2011,4,0,11,17,0,3,1,2,0.48,0.88,0.194,233
7564,11/16/2011,4,0,11,18,0,3,1,3,0.46,0.88,0.3881,189
7565,11/16/2011,4,0,11,19,0,3,1,3,0.46,0.88,0.3881,111
7566,11/16/2011,4,0,11,20,0,3,1,3,0.44,0.88,0.3881,99
7567,11/16/2011,4,0,11,21,0,3,1,3,0.44,0.88,0.2836,75
7568,11/16/2011,4,0,11,22,0,3,1,3,0.42,0.88,0.2239,46
7569,11/16/2011,4,0,11,23,0,3,1,3,0.42,0.88,0.1343,31
7570,11/17/2011,4,0,11,0,0,4,1,2,0.42,0.88,0.2537,24
7571,11/17/2011,4,0,11,1,0,4,1,2,0.42,0.82,0.1642,5
7572,11/17/2011,4,0,11,2,0,4,1,2,0.42,0.82,0.2239,5
7573,11/17/2011,4,0,11,3,0,4,1,2,0.42,0.77,0.3284,3
7574,11/17/2011,4,0,11,4,0,4,1,2,0.4,0.62,0.4179,4
7575,11/17/2011,4,0,11,5,0,4,1,3,0.34,0.71,0.3284,22
7576,11/17/2011,4,0,11,6,0,4,1,3,0.36,0.57,0.2239,75
7577,11/17/2011,4,0,11,7,0,4,1,3,0.34,0.61,0.2836,168
7578,11/17/2011,4,0,11,8,0,4,1,3,0.34,0.61,0.2985,355
7579,11/17/2011,4,0,11,9,0,4,1,2,0.34,0.61,0.3284,198
7580,11/17/2011,4,0,11,10,0,4,1,2,0.34,0.61,0.3284,81
7581,11/17/2011,4,0,11,11,0,4,1,3,0.32,0.66,0.3284,97
7582,11/17/2011,4,0,11,12,0,4,1,2,0.34,0.53,0.2985,121
7583,11/17/2011,4,0,11,13,0,4,1,2,0.34,0.49,0.4478,124
7584,11/17/2011,4,0,11,14,0,4,1,2,0.34,0.49,0.3881,110
7585,11/17/2011,4,0,11,15,0,4,1,2,0.34,0.49,0.4478,116
7586,11/17/2011,4,0,11,16,0,4,1,1,0.32,0.39,0.4179,195
7587,11/17/2011,4,0,11,17,0,4,1,1,0.32,0.42,0.3881,399
7588,11/17/2011,4,0,11,18,0,4,1,1,0.32,0.39,0.194,307
7589,11/17/2011,4,0,11,19,0,4,1,1,0.3,0.45,0.2239,217
7590,11/17/2011,4,0,11,20,0,4,1,1,0.3,0.42,0.2836,169
7591,11/17/2011,4,0,11,21,0,4,1,1,0.3,0.42,0.2537,116
7592,11/17/2011,4,0,11,22,0,4,1,1,0.26,0.52,0.2537,84
7593,11/17/2011,4,0,11,23,0,4,1,1,0.26,0.52,0.2239,58
7594,11/18/2011,4,0,11,0,0,5,1,1,0.26,0.48,0.1642,30
7595,11/18/2011,4,0,11,1,0,5,1,1,0.26,0.44,0.3284,10
7596,11/18/2011,4,0,11,2,0,5,1,1,0.24,0.44,0.2239,10
7597,11/18/2011,4,0,11,3,0,5,1,1,0.24,0.41,0.2836,2
7598,11/18/2011,4,0,11,4,0,5,1,1,0.22,0.44,0.1642,5
7599,11/18/2011,4,0,11,5,0,5,1,1,0.22,0.44,0.1343,22
7600,11/18/2011,4,0,11,6,0,5,1,1,0.22,0.44,0.0896,71
7601,11/18/2011,4,0,11,7,0,5,1,1,0.22,0.44,0.1642,216
7602,11/18/2011,4,0,11,8,0,5,1,1,0.22,0.44,0.194,375
7603,11/18/2011,4,0,11,9,0,5,1,1,0.26,0.41,0.194,213
7604,11/18/2011,4,0,11,10,0,5,1,1,0.26,0.41,0.2836,115
7605,11/18/2011,4,0,11,11,0,5,1,1,0.3,0.36,0.1343,140
7606,11/18/2011,4,0,11,12,0,5,1,1,0.32,0.33,0,165
7607,11/18/2011,4,0,11,13,0,5,1,1,0.34,0.31,0.2239,177
7608,11/18/2011,4,0,11,14,0,5,1,1,0.34,0.31,0.1343,154
7609,11/18/2011,4,0,11,15,0,5,1,1,0.34,0.29,0.1343,178
7610,11/18/2011,4,0,11,16,0,5,1,1,0.34,0.29,0.1343,209
7611,11/18/2011,4,0,11,17,0,5,1,1,0.32,0.31,0.1343,378
7612,11/18/2011,4,0,11,18,0,5,1,1,0.3,0.36,0.1642,328
7613,11/18/2011,4,0,11,19,0,5,1,1,0.28,0.41,0.1642,190
7614,11/18/2011,4,0,11,20,0,5,1,1,0.28,0.48,0.194,137
7615,11/18/2011,4,0,11,21,0,5,1,1,0.28,0.48,0.1642,111
7616,11/18/2011,4,0,11,22,0,5,1,1,0.26,0.52,0.1045,97
7617,11/18/2011,4,0,11,23,0,5,1,1,0.26,0.6,0.1343,59
7618,11/19/2011,4,0,11,0,0,6,0,1,0.26,0.56,0.194,53
7619,11/19/2011,4,0,11,1,0,6,0,1,0.26,0.52,0.2985,35
7620,11/19/2011,4,0,11,2,0,6,0,1,0.24,0.56,0.1642,46
7621,11/19/2011,4,0,11,3,0,6,0,1,0.26,0.48,0.2537,15
7622,11/19/2011,4,0,11,4,0,6,0,1,0.26,0.48,0.3284,8
7623,11/19/2011,4,0,11,5,0,6,0,1,0.24,0.56,0.2537,2
7624,11/19/2011,4,0,11,6,0,6,0,1,0.24,0.6,0.3284,12
7625,11/19/2011,4,0,11,7,0,6,0,1,0.24,0.6,0.2537,41
7626,11/19/2011,4,0,11,8,0,6,0,1,0.26,0.56,0.2537,92
7627,11/19/2011,4,0,11,9,0,6,0,1,0.28,0.52,0.2985,142
7628,11/19/2011,4,0,11,10,0,6,0,1,0.32,0.45,0.2537,200
7629,11/19/2011,4,0,11,11,0,6,0,1,0.36,0.4,0,233
7630,11/19/2011,4,0,11,12,0,6,0,1,0.4,0.35,0.2836,311
7631,11/19/2011,4,0,11,13,0,6,0,1,0.42,0.3,0.2836,363
7632,11/19/2011,4,0,11,14,0,6,0,1,0.42,0.32,0.2985,349
7633,11/19/2011,4,0,11,15,0,6,0,1,0.42,0.41,0.194,382
7634,11/19/2011,4,0,11,16,0,6,0,1,0.42,0.38,0.2985,287
7635,11/19/2011,4,0,11,17,0,6,0,1,0.4,0.4,0.194,232
7636,11/19/2011,4,0,11,18,0,6,0,1,0.38,0.46,0.1343,208
7637,11/19/2011,4,0,11,19,0,6,0,2,0.34,0.71,0.1343,182
7638,11/19/2011,4,0,11,20,0,6,0,2,0.36,0.57,0.1045,163
7639,11/19/2011,4,0,11,21,0,6,0,2,0.36,0.62,0.194,108
7640,11/19/2011,4,0,11,22,0,6,0,2,0.38,0.62,0.1642,106
7641,11/19/2011,4,0,11,23,0,6,0,1,0.38,0.62,0.2239,93
7905,12/1/2011,4,0,12,0,0,4,1,1,0.28,0.52,0.3284,20
7906,12/1/2011,4,0,12,1,0,4,1,1,0.26,0.6,0.2836,10
7907,12/1/2011,4,0,12,2,0,4,1,1,0.26,0.56,0.2985,9
7908,12/1/2011,4,0,12,3,0,4,1,1,0.26,0.56,0.2537,7
7909,12/1/2011,4,0,12,4,0,4,1,1,0.26,0.56,0.2836,1
7910,12/1/2011,4,0,12,5,0,4,1,1,0.26,0.56,0.2537,24
7911,12/1/2011,4,0,12,6,0,4,1,1,0.24,0.65,0.2836,97
7912,12/1/2011,4,0,12,7,0,4,1,1,0.24,0.65,0.3582,276
7913,12/1/2011,4,0,12,8,0,4,1,1,0.26,0.6,0.3284,477
7914,12/1/2011,4,0,12,9,0,4,1,1,0.3,0.52,0.3284,224
7915,12/1/2011,4,0,12,10,0,4,1,1,0.32,0.53,0.2985,93
7916,12/1/2011,4,0,12,11,0,4,1,1,0.34,0.49,0.2537,102
7917,12/1/2011,4,0,12,12,0,4,1,1,0.36,0.46,0.2239,148
7918,12/1/2011,4,0,12,13,0,4,1,1,0.4,0.4,0.2239,154
7919,12/1/2011,4,0,12,14,0,4,1,1,0.4,0.4,0.2239,150
7920,12/1/2011,4,0,12,15,0,4,1,1,0.4,0.4,0.2239,154
7921,12/1/2011,4,0,12,16,0,4,1,1,0.4,0.4,0.194,201
7922,12/1/2011,4,0,12,17,0,4,1,1,0.36,0.46,0.1343,418
7923,12/1/2011,4,0,12,18,0,4,1,1,0.36,0.43,0.1045,405
7924,12/1/2011,4,0,12,19,0,4,1,1,0.34,0.46,0.1045,228
7925,12/1/2011,4,0,12,20,0,4,1,1,0.34,0.46,0.1045,190
7926,12/1/2011,4,0,12,21,0,4,1,1,0.3,0.61,0.1045,162
7927,12/1/2011,4,0,12,22,0,4,1,1,0.3,0.61,0,104
7928,12/1/2011,4,0,12,23,0,4,1,1,0.26,0.7,0.0896,73
7929,12/2/2011,4,0,12,0,0,5,1,1,0.26,0.7,0.0896,38
7930,12/2/2011,4,0,12,1,0,5,1,1,0.24,0.75,0,15
7931,12/2/2011,4,0,12,2,0,5,1,1,0.24,0.75,0,10
7932,12/2/2011,4,0,12,3,0,5,1,1,0.22,0.8,0,1
7933,12/2/2011,4,0,12,4,0,5,1,1,0.22,0.8,0,3
7934,12/2/2011,4,0,12,5,0,5,1,1,0.22,0.8,0.0896,23
7935,12/2/2011,4,0,12,6,0,5,1,1,0.22,0.8,0,87
7936,12/2/2011,4,0,12,7,0,5,1,1,0.22,0.87,0.0896,205
7937,12/2/2011,4,0,12,8,0,5,1,1,0.24,0.87,0,445
7938,12/2/2011,4,0,12,9,0,5,1,1,0.28,0.81,0,246
7939,12/2/2011,4,0,12,10,0,5,1,1,0.3,0.75,0.2239,105
7940,12/2/2011,4,0,12,11,0,5,1,1,0.34,0.66,0.1642,160
7941,12/2/2011,4,0,12,12,0,5,1,1,0.36,0.57,0.1343,204
7942,12/2/2011,4,0,12,13,0,5,1,1,0.4,0.47,0.1343,207
7943,12/2/2011,4,0,12,14,0,5,1,1,0.42,0.44,0.1045,170
7944,12/2/2011,4,0,12,15,0,5,1,1,0.42,0.41,0.0896,199
7945,12/2/2011,4,0,12,16,0,5,1,1,0.42,0.41,0.0896,276
7946,12/2/2011,4,0,12,17,0,5,1,1,0.42,0.38,0,411
7947,12/2/2011,4,0,12,18,0,5,1,1,0.4,0.5,0,372
7948,12/2/2011,4,0,12,19,0,5,1,1,0.34,0.53,0.2537,265
7949,12/2/2011,4,0,12,20,0,5,1,1,0.38,0.4,0.2836,190
7950,12/2/2011,4,0,12,21,0,5,1,1,0.34,0.49,0.194,111
7951,12/2/2011,4,0,12,22,0,5,1,1,0.32,0.53,0.194,102
7952,12/2/2011,4,0,12,23,0,5,1,1,0.32,0.53,0.2836,95
7953,12/3/2011,4,0,12,0,0,6,0,1,0.3,0.56,0.2537,75
7954,12/3/2011,4,0,12,1,0,6,0,1,0.26,0.65,0.194,71
7955,12/3/2011,4,0,12,2,0,6,0,1,0.26,0.65,0.1642,50
7956,12/3/2011,4,0,12,3,0,6,0,1,0.24,0.7,0.1343,9
7957,12/3/2011,4,0,12,4,0,6,0,1,0.22,0.75,0.1343,8
7958,12/3/2011,4,0,12,5,0,6,0,1,0.24,0.7,0.0896,6
7959,12/3/2011,4,0,12,6,0,6,0,1,0.24,0.65,0.1045,11
7960,12/3/2011,4,0,12,7,0,6,0,1,0.22,0.75,0.0896,26
7961,12/3/2011,4,0,12,8,0,6,0,1,0.24,0.75,0.0896,63
7962,12/3/2011,4,0,12,9,0,6,0,1,0.26,0.7,0.1045,124
7963,12/3/2011,4,0,12,10,0,6,0,1,0.32,0.61,0.1343,195
7964,12/3/2011,4,0,12,11,0,6,0,1,0.32,0.57,0.0896,275
7965,12/3/2011,4,0,12,12,0,6,0,1,0.36,0.5,0,358
7966,12/3/2011,4,0,12,13,0,6,0,1,0.36,0.5,0.0896,292
7967,12/3/2011,4,0,12,14,0,6,0,1,0.36,0.46,0,343
7968,12/3/2011,4,0,12,15,0,6,0,1,0.38,0.46,0,337
7969,12/3/2011,4,0,12,16,0,6,0,1,0.38,0.46,0,305
7970,12/3/2011,4,0,12,17,0,6,0,1,0.36,0.62,0,232
7971,12/3/2011,4,0,12,18,0,6,0,1,0.34,0.53,0.1343,224
7972,12/3/2011,4,0,12,19,0,6,0,1,0.3,0.61,0.0896,175
7973,12/3/2011,4,0,12,20,0,6,0,1,0.3,0.61,0.0896,127
7974,12/3/2011,4,0,12,21,0,6,0,2,0.3,0.61,0.0896,109
7975,12/3/2011,4,0,12,22,0,6,0,2,0.32,0.61,0.0896,114
7976,12/3/2011,4,0,12,23,0,6,0,1,0.3,0.7,0.1343,85
7977,12/4/2011,4,0,12,0,0,0,0,1,0.3,0.7,0.1045,83
7978,12/4/2011,4,0,12,1,0,0,0,1,0.3,0.75,0.0896,74
7979,12/4/2011,4,0,12,2,0,0,0,1,0.26,0.81,0,62
7980,12/4/2011,4,0,12,3,0,0,0,1,0.28,0.75,0,41
7981,12/4/2011,4,0,12,4,0,0,0,1,0.26,0.87,0,11
7982,12/4/2011,4,0,12,5,0,0,0,1,0.26,0.81,0,4
7983,12/4/2011,4,0,12,6,0,0,0,1,0.24,0.93,0,4
7984,12/4/2011,4,0,12,7,0,0,0,1,0.26,0.87,0,26
7985,12/4/2011,4,0,12,8,0,0,0,1,0.26,0.87,0,55
7986,12/4/2011,4,0,12,9,0,0,0,1,0.3,0.81,0,126
7987,12/4/2011,4,0,12,10,0,0,0,1,0.32,0.81,0.1343,216
7988,12/4/2011,4,0,12,11,0,0,0,1,0.34,0.81,0.1642,254
7989,12/4/2011,4,0,12,12,0,0,0,1,0.36,0.81,0.1642,329
7990,12/4/2011,4,0,12,13,0,0,0,1,0.4,0.66,0.2239,357
7991,12/4/2011,4,0,12,14,0,0,0,1,0.42,0.62,0.1343,323
7992,12/4/2011,4,0,12,15,0,0,0,1,0.42,0.62,0.194,296
7993,12/4/2011,4,0,12,16,0,0,0,1,0.42,0.58,0.2239,330
7994,12/4/2011,4,0,12,17,0,0,0,1,0.38,0.76,0.1343,245
7995,12/4/2011,4,0,12,18,0,0,0,1,0.38,0.71,0,171
7996,12/4/2011,4,0,12,19,0,0,0,1,0.38,0.76,0,173
7997,12/4/2011,4,0,12,20,0,0,0,1,0.36,0.76,0.1343,124
7998,12/4/2011,4,0,12,21,0,0,0,1,0.36,0.81,0.1045,72
7999,12/4/2011,4,0,12,22,0,0,0,1,0.34,0.87,0.1045,64
8000,12/4/2011,4,0,12,23,0,0,0,1,0.34,0.87,0.1045,45
8001,12/5/2011,4,0,12,0,0,1,1,1,0.32,0.87,0.0896,24
8002,12/5/2011,4,0,12,1,0,1,1,1,0.32,0.87,0,12
8003,12/5/2011,4,0,12,2,0,1,1,1,0.32,0.87,0,8
8004,12/5/2011,4,0,12,3,0,1,1,1,0.32,0.87,0,2
8005,12/5/2011,4,0,12,4,0,1,1,1,0.3,0.87,0.1045,7
8006,12/5/2011,4,0,12,5,0,1,1,1,0.3,0.87,0.1045,25
8007,12/5/2011,4,0,12,6,0,1,1,1,0.3,0.93,0.0896,90
8008,12/5/2011,4,0,12,7,0,1,1,1,0.32,0.9,0,283
8009,12/5/2011,4,0,12,8,0,1,1,1,0.32,0.93,0,404
8010,12/5/2011,4,0,12,9,0,1,1,2,0.36,0.87,0.0896,190
8011,12/5/2011,4,0,12,10,0,1,1,2,0.36,0.87,0.0896,87
8012,12/5/2011,4,0,12,11,0,1,1,2,0.36,0.87,0.0896,123
8013,12/5/2011,4,0,12,12,0,1,1,2,0.4,0.76,0.1045,154
8014,12/5/2011,4,0,12,13,0,1,1,2,0.42,0.71,0.0896,171
8015,12/5/2011,4,0,12,14,0,1,1,2,0.46,0.67,0,133
8016,12/5/2011,4,0,12,15,0,1,1,2,0.46,0.72,0.0896,148
8017,12/5/2011,4,0,12,16,0,1,1,1,0.5,0.63,0.0896,248
8018,12/5/2011,4,0,12,17,0,1,1,1,0.42,0.77,0,446
8019,12/5/2011,4,0,12,18,0,1,1,1,0.44,0.77,0,399
8020,12/5/2011,4,0,12,19,0,1,1,2,0.46,0.77,0,308
8021,12/5/2011,4,0,12,20,0,1,1,2,0.46,0.82,0.1045,205
8022,12/5/2011,4,0,12,21,0,1,1,2,0.44,0.88,0.0896,176
8023,12/5/2011,4,0,12,22,0,1,1,2,0.44,0.88,0.1343,106
8024,12/5/2011,4,0,12,23,0,1,1,2,0.46,0.88,0.1343,62
8025,12/6/2011,4,0,12,0,0,2,1,2,0.5,0.77,0.2985,28
8026,12/6/2011,4,0,12,1,0,2,1,2,0.46,0.88,0.2985,16
8027,12/6/2011,4,0,12,2,0,2,1,2,0.46,0.87,0.194,3
8028,12/6/2011,4,0,12,3,0,2,1,2,0.46,0.87,0.194,3
8029,12/6/2011,4,0,12,4,0,2,1,3,0.46,0.88,0.2239,7
8030,12/6/2011,4,0,12,5,0,2,1,3,0.46,0.88,0.2239,20
8031,12/6/2011,4,0,12,6,0,2,1,2,0.44,0.94,0.2836,86
8032,12/6/2011,4,0,12,7,0,2,1,2,0.46,0.94,0.194,234
8033,12/6/2011,4,0,12,8,0,2,1,2,0.46,0.94,0.194,414
8034,12/6/2011,4,0,12,9,0,2,1,2,0.46,0.94,0.2239,204
8035,12/6/2011,4,0,12,10,0,2,1,3,0.46,0.94,0.2836,50
